64,118,Fossil gas,421.600006,'"country"=>"GR", "ogc_fid"=>"3894", "visible"=>"-1", "category"=>"1", "name_all"=>"Thisvi", "name_eng"=>"Thisvi", "name_nat"=>" ", "objectid"=>"4064", "duplicate"=>"1", "mb_symbol"=>"fossil_coal_gas", "annotation"=>"Thisvi", "under_construction"=>"0"',POINT(23.126221 38.186387)
65,129,Fossil gas,456,'"country"=>"IT", "ogc_fid"=>"4004", "visible"=>"1", "name_all"=>"Levante", "name_eng"=>"Levante", "name_nat"=>" ", "objectid"=>"4175", "duplicate"=>"1", "mb_symbol"=>"fossil_coal_gas", "annotation"=>"Levante", "under_construction"=>"0"',POINT(14.348145 40.813809)
66,137,Hydro run of river & pondage,369,'"country"=>"IT", "ogc_fid"=>"4029", "visible"=>"1", "name_all"=>"Taloro", "name_eng"=>"Taloro", "name_nat"=>" ", "objectid"=>"4201", "duplicate"=>"1", "mb_symbol"=>"hydro_ror", "annotation"=>"Taloro", "under_construction"=>"0"',POINT(9.30541999999999 40.094882)
67,169,Hydro mixed pump storage,120,'"country"=>"IT", "ogc_fid"=>"4030", "visible"=>"1", "name_all"=>"Capriati", "name_eng"=>"Capriati", "name_nat"=>" ", "objectid"=>"4202", "duplicate"=>"1", "mb_symbol"=>"hydro_mixed", "annotation"=>"Capriati", "under_construction"=>"0"',POINT(14.161377 41.516804)
68,166,Hydro run of river & pondage,1200,'"country"=>"IT", "ogc_fid"=>"4031", "visible"=>"1", "name_all"=>"Presenzano", "name_eng"=>"Presenzano", "name_nat"=>" ", "objectid"=>"4203", "duplicate"=>"1", "mb_symbol"=>"hydro_ror", "annotation"=>"Presenzano", "under_construction"=>"0"',POINT(14.106445 41.385052)
69,191,Fossil oil,415,'"country"=>"IT", "ogc_fid"=>"4032", "visible"=>"1", "name_all"=>"Maddaloni", "name_eng"=>"Maddaloni", "name_nat"=>" ", "objectid"=>"4204", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Maddaloni", "under_construction"=>"0"',POINT(14.468994 41.029643)
70,135,Fossil oil,272,'"country"=>"IT", "ogc_fid"=>"4033", "visible"=>"1", "name_all"=>"Bari", "name_eng"=>"Bari", "name_nat"=>" ", "objectid"=>"4205", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Bari", "under_construction"=>"0"',POINT(16.875 41.104191)
71,201,Fossil oil,1436,'"country"=>"IT", "ogc_fid"=>"4034", "visible"=>"1", "name_all"=>"Brindisi /N.", "name_eng"=>"Brindisi /N.", "name_nat"=>" ", "objectid"=>"4206", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Brindisi /N.", "under_construction"=>"0"',POINT(17.95166 40.638967)
72,130,Brown coal/Lignite,2910,'"country"=>"IT", "ogc_fid"=>"4035", "visible"=>"1", "name_all"=>"Brindisi /S.", "name_eng"=>"Brindisi /S.", "name_nat"=>" ", "objectid"=>"4207", "duplicate"=>"1", "mb_symbol"=>"fossil_brown_lignite", "annotation"=>"Brindisi /S.", "under_construction"=>"0"',POINT(18.061523 40.513799)
73,170,Fossil oil,1979,'"country"=>"IT", "ogc_fid"=>"4036", "visible"=>"1", "name_all"=>"Rossano", "name_eng"=>"Rossano", "name_nat"=>" ", "objectid"=>"4208", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Rossano", "under_construction"=>"0"',POINT(16.534424 39.512517)
74,182,Fossil oil,1455,'"country"=>"IT", "ogc_fid"=>"4037", "visible"=>"1", "name_all"=>"S. F. Mela", "name_eng"=>"S. F. Mela", "name_nat"=>" ", "objectid"=>"4211", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"S. F. Mela", "under_construction"=>"0"',POINT(15.292969 38.212288)
75,132,Brown coal/Lignite,611,'"country"=>"IT", "ogc_fid"=>"4038", "visible"=>"1", "name_all"=>"Sulcis", "name_eng"=>"Sulcis", "name_nat"=>" ", "objectid"=>"4212", "duplicate"=>"1", "mb_symbol"=>"fossil_brown_lignite", "annotation"=>"Sulcis", "under_construction"=>"0"',POINT(8.47045899999999 39.164141)
